Length (m),Beam (m),Draft (m),a_surge,b_surge,c_surge,d_surge,e_surge,f_surge,g_surge,h_surge,i_surge,j_surge,r_squared_surge,a_sway,b_sway,c_sway,d_sway,e_sway,f_sway,g_sway,h_sway,i_sway,j_sway,r_squared_sway,a_heave,b_heave,c_heave,d_heave,e_heave,f_heave,g_heave,h_heave,i_heave,j_heave,r_squared_heave,a_roll,b_roll,c_roll,d_roll,e_roll,f_roll,g_roll,h_roll,i_roll,j_roll,r_squared_roll,a_pitch,b_pitch,c_pitch,d_pitch,e_pitch,f_pitch,g_pitch,h_pitch,i_pitch,j_pitch,r_squared_pitch,a_yaw,b_yaw,c_yaw,d_yaw,e_yaw,f_yaw,g_yaw,h_yaw,i_yaw,j_yaw,r_squared_yaw
2,1.15,-0.173913043,1.92E-07,-8.79E-06,0.000145934,-0.000838404,-0.003988361,0.079484766,-0.410856933,0.883696664,-0.848352746,1.271269112,0.995639797,-7.42E-11,4.43E-09,-1.12E-07,1.57E-06,-1.33E-05,6.99E-05,-0.000223601,0.000411717,-0.000385167,0.000134154,0.995135575,1.47E-06,-8.48E-05,0.002034635,-0.026344658,0.198181028,-0.867472671,2.095354155,-2.507875202,1.179255631,0.900496913,0.987475186,4.61E-08,-2.76E-06,6.94E-05,-0.000947756,0.007597066,-0.035935848,0.095439023,-0.126188481,0.065486738,-0.001705311,0.551462794,0.000109091,-0.007342996,0.205584728,-3.100871182,27.20514381,-139.3430524,394.5254099,-542.9848725,294.7134622,-27.33785145,0.82845844,-1.34E-09,7.98E-08,-2.01E-06,2.81E-05,-0.000236531,0.001226311,-0.003835476,0.006772538,-0.006054458,0.00293556,0.980266725
2,1.15,-0.217391304,1.18E-07,-4.54E-06,4.46E-05,0.000470625,-0.013871178,0.123355069,-0.519826806,1.01803161,-0.915400578,1.277159577,0.996724397,0,0,0,0,0,0,0,0,0,0,1,1.87E-06,-0.000106719,0.002549125,-0.032842066,0.245830548,-1.070994304,2.575535141,-3.061312204,1.42636248,0.880680841,0.980230676,7.32E-08,-4.41E-06,0.000111332,-0.001529271,0.012336091,-0.058774159,0.157367031,-0.209726545,0.109184871,-0.005592475,0.460516483,0.000259468,-0.016101003,0.419389432,-5.933273163,49.20723945,-240.2314443,654.9122881,-879.2001738,464.7720333,-42.46063765,0.671684572,-6.05E-10,3.48E-08,-8.57E-07,1.18E-05,-9.83E-05,0.000508655,-0.001574338,0.002657729,-0.002220016,0.001596396,0.955236041
2,1.15,-0.260869565,-6.51E-08,6.82E-06,-0.000252468,0.004691784,-0.049112603,0.297242467,-1.002281837,1.683694497,-1.273856781,1.31043309,0.985207934,0,0,0,0,0,0,0,0,0,0,1,2.21E-06,-0.000125999,0.00299148,-0.038281634,0.284378465,-1.228206211,2.922656808,-3.422788776,1.565918145,0.871171631,0.975294012,4.61E-08,-2.68E-06,6.55E-05,-0.000866485,0.00670851,-0.030531801,0.077608407,-0.09757156,0.048041121,0.000224009,0.751632493,0.000371311,-0.022648699,0.580160493,-8.07676378,65.97491474,-317.6933828,856.3118893,-1140.787346,597.6376189,-54.3045084,0.591037237,-4.09E-10,2.76E-08,-7.92E-07,1.26E-05,-0.000120072,0.000703445,-0.002461558,0.004779476,-0.004627904,0.00261743,0.996014801
2,1.15,-0.304347826,-3.93E-07,2.53E-05,-0.000685676,0.01017777,-0.089492054,0.469983445,-1.405274104,2.122404011,-1.44617884,1.32276357,0.992633192,0,0,0,0,0,0,0,0,0,0,1,3.86E-07,-1.99E-05,0.000410512,-0.004289308,0.022700999,-0.045962842,-0.05113228,0.24857666,-0.197599019,1.021744685,0.996806511,3.49E-09,-2.15E-07,5.50E-06,-7.58E-05,0.000604938,-0.002787152,0.006980007,-0.008389861,0.003994791,0.002630923,0.957795075,0.000102837,-0.006144002,0.153924651,-2.090422929,16.58153843,-76.88730462,196.5018,-242.6465462,123.17009,-10.86203979,0.941590802,-4.97E-10,2.92E-08,-7.22E-07,9.80E-06,-7.89E-05,0.000383388,-0.001084649,0.001631691,-0.001159241,0.000700917,0.971631732
2,1.15,-0.347826087,-5.64E-07,3.49E-05,-0.000911655,0.01303121,-0.110412144,0.559460487,-1.617919688,2.372968757,-1.565360822,1.332960645,0.988227524,0,0,0,0,0,0,0,0,0,0,1,6.09E-07,-3.22E-05,0.000696635,-0.007847663,0.048282267,-0.152245865,0.189551022,-0.012127455,-0.089495059,1.013566336,0.995334893,9.39E-09,-5.45E-07,1.32E-05,-0.000173694,0.001325474,-0.005894009,0.014460799,-0.017418431,0.008506132,0.002058856,0.913756375,0.000149665,-0.008820598,0.217950291,-2.919794554,22.86386955,-104.8749798,266.3580884,-329.4999705,165.4749796,-14.52568807,0.890226451,1.64E-09,-9.48E-08,2.28E-06,-2.95E-05,0.000222202,-0.000983433,0.002465353,-0.003179402,0.001604626,0.000355658,0.423647912
2,1.3,-0.115384615,2.49E-07,-1.20E-05,0.000221643,-0.001794273,0.003018901,0.049455114,-0.338792763,0.796329105,-0.807049489,1.267842358,0.995784574,0,0,0,0,0,0,0,0,0,0,1,1.58E-06,-9.16E-05,0.002220851,-0.029085682,0.221727515,-0.986284801,2.430636746,-2.976475968,1.432641966,0.877007784,0.980540635,1.05E-07,-6.03E-06,0.000145596,-0.001901912,0.014505799,-0.064843581,0.161187943,-0.196889006,0.093634754,0.001660661,0.833516302,0.000122626,-0.008222446,0.229565757,-3.456013209,30.2894089,-155.133611,439.8309789,-607.3337757,330.0044402,-30.62790377,0.806935534,-7.62E-10,4.48E-08,-1.12E-06,1.53E-05,-0.000126025,0.000633473,-0.001887878,0.003068932,-0.002475624,0.001823512,0.953186423
2,1.3,-0.153846154,-5.75E-07,3.54E-05,-0.000919611,0.01309027,-0.110488582,0.5578011,-1.607064851,2.347843182,-1.549351714,1.33125877,0.987286452,0,0,0,0,0,0,0,0,0,0,1,8.47E-07,-4.53E-05,0.000994058,-0.011468158,0.073625961,-0.253931992,0.408677885,-0.231483838,-0.00881874,1.008258685,0.991924375,1.81E-08,-1.04E-06,2.51E-05,-0.000327016,0.002489657,-0.011106222,0.027544286,-0.033632805,0.016025995,0.001797962,0.789478515,0.000196949,-0.011497105,0.28126364,-3.729463187,28.90634219,-131.3325817,331.0780229,-408.0996647,202.8089236,-17.69220205,0.845733595,-8.28E-10,4.68E-08,-1.12E-06,1.47E-05,-0.000116246,0.00056572,-0.001674993,0.002874687,-0.002658417,0.001435035,0.967463578
2,1.3,-0.192307692,-5.36E-07,3.28E-05,-0.000848031,0.012021775,-0.101162222,0.50983908,-1.468496565,2.148835175,-1.441848951,1.321130333,0.992386728,-7.94E-11,4.70E-09,-1.18E-07,1.65E-06,-1.38E-05,7.21E-05,-0.0002287,0.000418106,-0.000388452,0.000134425,0.995153004,1.08E-06,-5.77E-05,0.001272039,-0.014783923,0.096189565,-0.340689404,0.582590388,-0.381940906,0.031546991,1.006913896,0.985325248,1.70E-08,-9.59E-07,2.25E-05,-0.000285222,0.002095554,-0.008939606,0.020899896,-0.023529817,0.010100478,0.002366896,0.896655542,0.000226829,-0.013102205,0.316899656,-4.150644853,31.74659562,-142.1830335,352.9169216,-427.755393,208.5638733,-17.92232652,0.861384932,-1.63E-10,8.31E-09,-1.72E-07,1.83E-06,-1.07E-05,3.23E-05,-4.29E-05,2.78E-05,-0.000154523,0.000612925,0.907120642
2,1.3,-0.230769231,-4.98E-07,3.04E-05,-0.000785689,0.011129768,-0.093661536,0.472506886,-1.363639734,2.001806352,-1.364543229,1.314037843,0.995005541,0,0,0,0,0,0,0,0,0,0,1,1.29E-06,-6.90E-05,0.001520583,-0.017682643,0.115275728,-0.410206828,0.707767907,-0.462185032,0.03264282,1.009330315,0.974936,1.90E-08,-1.05E-06,2.43E-05,-0.000301394,0.002164756,-0.009000003,0.020424209,-0.02226018,0.009550561,0.001980824,0.751921075,0.000249265,-0.014228187,0.339624324,-4.383111888,32.96926722,-144.8433625,351.3950316,-414.0966553,195.880258,-16.39883728,0.883680581,-5.31E-10,3.02E-08,-7.21E-07,9.44E-06,-7.37E-05,0.000351031,-0.001002899,0.001636772,-0.001456488,0.000924259,0.874688083
2,1.3,-0.269230769,-4.76E-07,2.91E-05,-0.000752694,0.010673286,-0.089936274,0.454419711,-1.313705807,1.932397445,-1.329337877,1.310781864,0.995695695,0,0,0,0,0,0,0,0,0,0,1,1.50E-06,-8.02E-05,0.001766656,-0.020548868,0.134098593,-0.47834848,0.828329979,-0.533571832,0.027536831,1.01238193,0.96266218,2.33E-08,-1.29E-06,3.00E-05,-0.000373241,0.002690989,-0.011234025,0.025606661,-0.027967443,0.011748857,0.001905387,0.707067334,0.00028374,-0.016061336,0.379792005,-4.84946823,36.03329062,-156.0594539,372.159127,-429.12219,197.4826532,-16.12285316,0.833898771,-4.35E-10,2.40E-08,-5.55E-07,6.99E-06,-5.23E-05,0.00023886,-0.000662795,0.001078133,-0.001004966,0.000785186,0.911871107
2,1.3,-0.307692308,-2.85E-07,1.94E-05,-0.000551263,0.008541576,-0.078001372,0.423370357,-1.301772555,2.010607201,-1.397806919,1.318971999,0.993758977,0,0,0,0,0,0,0,0,0,0,1,2.76E-07,-1.37E-05,0.000268767,-0.002528469,0.010039745,0.0067652,-0.171274092,0.380440572,-0.253331776,1.02604997,0.997312276,4.10E-11,-1.70E-08,7.67E-07,-1.45E-05,0.00014059,-0.000719137,0.001807042,-0.001836811,0.000484354,0.002154271,0.960656677,8.41E-05,-0.005046984,0.126941278,-1.73035364,13.76690919,-63.92583363,163.0129581,-199.5058655,101.4062382,-8.921997468,0.960876719,-2.83E-10,1.72E-08,-4.46E-07,6.36E-06,-5.44E-05,0.000281566,-0.000848669,0.001345751,-0.001030265,0.000791747,0.970078872
3,1.5,-0.177777778,-4.57E-07,2.89E-05,-0.000770272,0.011254456,-0.09745913,0.504401992,-1.487787968,2.219917733,-1.492145226,1.326652475,0.990406686,0,0,0,0,0,0,0,0,0,0,1,4.63E-07,-2.41E-05,0.000508268,-0.00549475,0.031286096,-0.081259017,0.027838691,0.164179862,-0.16286635,1.019110619,0.996552633,5.12E-09,-3.07E-07,7.65E-06,-0.000102655,0.000796642,-0.003580581,0.008815622,-0.010522974,0.004860716,0.00167331,0.950587776,0.000119748,-0.007092817,0.176142375,-2.371232459,18.64864916,-85.79422002,217.8939261,-268.1418071,135.0580637,-11.85508495,0.92801563,-9.80E-10,5.88E-08,-1.49E-06,2.08E-05,-0.000172994,0.000875391,-0.002618742,0.004289002,-0.003415261,0.001502727,0.99039507
3,1.5,-0.222222222,-5.62E-07,3.48E-05,-0.00090844,0.013003332,-0.110356087,0.560070907,-1.6215465,2.378921835,-1.568665516,1.333115264,0.986016666,0,0,0,0,0,0,0,0,0,0,1,6.32E-07,-3.34E-05,0.000718959,-0.008062539,0.049242418,-0.152932971,0.180312375,0.015554093,-0.110506858,1.015842874,0.994643535,8.37E-09,-4.75E-07,1.13E-05,-0.000144412,0.001074108,-0.004646959,0.011050887,-0.01275163,0.005697179,0.001720997,0.946911105,0.000160779,-0.009417994,0.231215731,-3.076563676,23.92133124,-108.9261291,274.614673,-337.2741727,168.0521588,-14.66672851,0.887543034,-4.93E-10,2.86E-08,-6.97E-07,9.31E-06,-7.40E-05,0.000356076,-0.001005008,0.001523202,-0.001104795,0.000696356,0.991502585
3,1.5,-0.266666667,-5.75E-07,3.53E-05,-0.000914363,0.012983013,-0.109356371,0.551211819,-1.586409825,2.316609499,-1.531636536,1.329545575,0.987864065,0,0,0,0,0,0,0,0,0,0,1,8.14E-07,-4.32E-05,0.000940807,-0.010720823,0.067443244,-0.223552783,0.324134039,-0.113485914,-0.07223937,1.014108699,0.991228057,1.08E-08,-6.14E-07,1.46E-05,-0.000186295,0.001386699,-0.006013162,0.0143687,-0.016686366,0.007399144,0.0017767,0.902331102,0.000194966,-0.011326678,0.275653236,-3.634309882,27.99131538,-126.2616185,315.5717529,-384.885991,189.5528483,-16.40985048,0.868780113,-8.18E-10,4.58E-08,-1.08E-06,1.39E-05,-0.000105934,0.000490687,-0.001342259,0.002011798,-0.001494634,0.000828483,0.940932711
3,1.5,-0.311111111,-5.37E-07,3.27E-05,-0.000844184,0.011932163,-0.100160558,0.503825483,-1.449320782,2.119605742,-1.424809461,1.319465745,0.992873534,0,0,0,0,0,0,0,0,0,0,1,9.86E-07,-5.25E-05,0.001146225,-0.013135816,0.083525941,-0.283236881,0.435932394,-0.195127871,-0.061013094,1.014964216,0.9858518,1.20E-08,-6.70E-07,1.56E-05,-0.000196308,0.001429383,-0.006036946,0.013976513,-0.015722977,0.007192853,0.001221321,0.91167412,0.000218506,-0.01257564,0.302932891,-3.949523359,30.0474832,-133.7080567,329.1531109,-394.5952739,190.6231932,-16.24586226,0.88530679,-1.19E-10,6.91E-09,-1.69E-07,2.26E-06,-1.78E-05,8.36E-05,-0.000226007,0.000327605,-0.000334943,0.000630867,0.938823513
3,1.5,-0.355555556,-5.09E-07,3.09E-05,-0.000794251,0.011198385,-0.093847507,0.471789778,-1.357894979,1.989805477,-1.355874657,1.313096067,0.995302246,-7.94E-11,4.70E-09,-1.18E-07,1.65E-06,-1.38E-05,7.21E-05,-0.0002287,0.000418106,-0.000388452,0.000134425,0.995153004,1.13E-06,-6.03E-05,0.001314955,-0.01506402,0.095810424,-0.325336308,0.501493095,-0.215164801,-0.081748927,1.018728198,0.979006488,1.22E-08,-6.70E-07,1.53E-05,-0.000188424,0.001335949,-0.005457748,0.012067064,-0.012591337,0.004978087,0.00175987,0.788239741,0.00024041,-0.01370226,0.326511623,-4.205429998,31.55551639,-138.1971105,333.8149268,-390.9094327,183.9461894,-15.32241091,0.888606498,-3.11E-10,1.71E-08,-3.96E-07,5.00E-06,-3.76E-05,0.000172433,-0.000473462,0.000738419,-0.000665974,0.00065551,0.926337203
3,1.5,-0.4,1.71E-07,-7.34E-06,0.000104284,-0.000193885,-0.009784954,0.109917849,-0.499157615,1.007845715,-0.918694331,1.277981011,0.996119335,-7.26E-11,4.34E-09,-1.10E-07,1.55E-06,-1.32E-05,6.92E-05,-0.000221786,0.000409354,-0.000383893,0.00013405,0.995147156,2.16E-06,-0.000124659,0.003004668,-0.039119211,0.296532349,-1.312472665,3.221068345,-3.919463696,1.870679728,0.840695816,0.962516831,1.81E-07,-1.03E-05,0.000245646,-0.003158038,0.023658723,-0.103636881,0.25164756,-0.298646508,0.137106325,-0.002081054,0.62042952,0.000345138,-0.02135074,0.554580943,-7.827527777,64.81072311,-316.2605889,863.5298103,-1164.558051,616.5454438,-56.38552708,0.590050762,-8.34E-10,4.94E-08,-1.24E-06,1.74E-05,-0.000146787,0.000765554,-0.002409518,0.004271925,-0.003874346,0.002339465,0.980615267
3,1.75,-0.152380952,-1.72E-07,1.32E-05,-0.000410964,0.006832956,-0.065982003,0.374428799,-1.192278076,1.890683322,-1.345413523,1.314906346,0.994239083,0,0,0,0,0,0,0,0,0,0,1,2.18E-07,-1.05E-05,0.000194234,-0.00160622,0.003473899,0.033551802,-0.229902923,0.440093284,-0.275783874,1.027573023,0.997764784,7.56E-10,-5.13E-08,1.42E-06,-2.08E-05,0.000172982,-0.000807508,0.001953254,-0.002037501,0.000584958,0.001649293,0.977395704,7.24E-05,-0.00435061,0.10962844,-1.497075112,11.92791659,-55.39913576,140.8756292,-170.9072065,86.9577161,-7.633479138,0.972415271,-2.75E-10,1.78E-08,-4.88E-07,7.30E-06,-6.50E-05,0.000347623,-0.001075163,0.001729024,-0.001259304,0.000813112,0.96264007
3,1.75,-0.19047619,-4.50E-07,2.83E-05,-0.000754222,0.011012242,-0.095490699,0.495881669,-1.470105322,2.206759845,-1.489871734,1.326839207,0.991722736,0,0,0,0,0,0,0,0,0,0,1,3.46E-07,-1.76E-05,0.000357679,-0.003628483,0.017898544,-0.025621378,-0.098749185,0.302952788,-0.221404747,1.023599877,0.997231084,3.45E-09,-2.00E-07,4.85E-06,-6.35E-05,0.000483969,-0.00214604,0.005229843,-0.006181483,0.002776266,0.001459465,0.989681152,9.77E-05,-0.005819101,0.14536846,-1.96803421,15.55404039,-71.79334198,182.3056017,-222.9452268,112.531066,-9.864252137,0.950890774,-3.08E-09,1.66E-07,-3.74E-06,4.55E-05,-0.000326175,0.001396502,-0.003469742,0.00459071,-0.002765378,0.000942861,0.636145778
3,1.75,-0.228571429,-5.03E-07,3.16E-05,-0.000835124,0.012100916,-0.103930585,0.533557098,-1.561503863,2.312852396,-1.538862483,1.330799664,0.987840932,0,0,0,0,0,0,0,0,0,0,1,4.98E-07,-2.60E-05,0.000550508,-0.005996461,0.034645815,-0.093670581,0.050457839,0.149124039,-0.161721981,1.019370674,0.996182544,4.62E-09,-2.62E-07,6.20E-06,-7.89E-05,0.000580817,-0.002469214,0.005701014,-0.006300446,0.002783913,0.001268392,0.983682456,0.000132452,-0.007796442,0.192364738,-2.572410378,20.09502227,-91.84309394,231.8769297,-284.0250222,142.0629545,-12.41175999,0.920008786,-6.12E-11,4.69E-09,-1.45E-07,2.36E-06,-2.22E-05,0.000122178,-0.00037734,0.000595404,-0.000506738,0.000648724,0.981870128
3,1.75,-0.266666667,-5.77E-07,3.56E-05,-0.00092998,0.013290711,-0.112605626,0.57045839,-1.648458564,2.413621998,-1.586683867,1.334850065,0.984756402,0,0,0,0,0,0,0,0,0,0,1,6.36E-07,-3.35E-05,0.000717991,-0.007997247,0.048267112,-0.145961043,0.15477357,0.059455914,-0.137494569,1.018496528,0.994227131,7.13E-09,-4.01E-07,9.41E-06,-0.000119157,0.000877077,-0.003767874,0.008992456,-0.010760544,0.005512879,0.000847075,0.963492386,0.000165695,-0.009664288,0.236177514,-3.127231205,24.18777612,-109.5139212,274.3696165,-334.606002,165.5799681,-14.37161559,0.894083883,-5.87E-10,3.31E-08,-7.84E-07,1.02E-05,-7.87E-05,0.000369686,-0.001022951,0.00152836,-0.001099978,0.00069544,0.978532099
3,1.75,-0.304761905,-5.70E-07,3.49E-05,-0.000903575,0.012815002,-0.107846948,0.543307959,-1.563375558,2.28350074,-1.513445782,1.327841366,0.988824411,0,0,0,0,0,0,0,0,0,0,1,7.77E-07,-4.11E-05,0.000887354,-0.00999785,0.061681168,-0.196285065,0.251056117,-0.015214135,-0.123301955,1.01868512,0.991199317,7.35E-09,-4.12E-07,9.60E-06,-0.000120184,0.000868574,-0.003606375,0.008009562,-0.007978375,0.002118287,0.002148581,0.936283817,0.000192237,-0.0111281,0.269756849,-3.541074767,27.13880667,-121.7109716,302.0434233,-365.0485905,178.3907882,-15.33995856,0.88862007,-4.88E-10,2.94E-08,-7.51E-07,1.06E-05,-9.04E-05,0.000470967,-0.001464002,0.002520591,-0.002153491,0.001089849,0.987063862
3,1.75,-0.342857143,-5.35E-07,3.26E-05,-0.000839168,0.011846379,-0.099341768,0.499366798,-1.43602692,2.100343714,-1.414096239,1.318546452,0.993378528,0,0,0,0,0,0,0,0,0,0,1,9.07E-07,-4.80E-05,0.001039267,-0.011754326,0.073079546,-0.236708956,0.319698397,-0.050814993,-0.130522044,1.020857905,0.987104212,8.79E-09,-4.88E-07,1.13E-05,-0.00014063,0.001013445,-0.004230875,0.009668649,-0.010715041,0.00473634,0.001145459,0.90061687,0.000212757,-0.012213502,0.293369541,-3.812429003,28.89457076,-127.9836508,313.171646,-372.3783416,178.6392161,-15.1283482,0.89937233,-2.35E-10,1.54E-08,-4.16E-07,6.08E-06,-5.20E-05,0.000262842,-0.000752456,0.0010924,-0.00070874,0.000560515,0.946850576
3,2,-0.133333333,-8.11E-07,4.92E-05,-0.001257731,0.017579275,-0.145294,0.715222145,-1.995898115,2.795849096,-1.738777702,1.346113645,0.992706644,0,0,0,0,0,0,0,0,0,0,1,-4.40E-07,2.66E-05,-0.000682073,0.009556084,-0.079193886,0.389552248,-1.068177611,1.374856778,-0.675195024,1.058597361,0.997360471,-6.07E-09,3.19E-07,-6.92E-06,8.02E-05,-0.000535637,0.002081248,-0.004481274,0.004548353,-0.001116241,0.001081633,0.624394703,6.18E-05,-0.003490377,0.082088216,-1.036398671,7.530239933,-31.18418652,67.75692701,-64.62232092,28.39793752,-2.128335123,0.984611685,-9.67E-10,5.43E-08,-1.28E-06,1.64E-05,-0.000123485,0.000554777,-0.001430813,0.001931757,-0.001249951,0.000706706,0.974734249
3,2,-0.166666667,-9.03E-07,5.36E-05,-0.001339109,0.01828283,-0.147514816,0.708757145,-1.931539028,2.648106919,-1.638463244,1.33545047,0.995344796,0,0,0,0,0,0,0,0,0,0,1,-3.11E-07,1.96E-05,-0.000524097,0.007658283,-0.066225395,0.339804745,-0.970062597,1.293467922,-0.654171536,1.057813722,0.99720117,1.53E-09,-8.98E-08,2.21E-06,-2.92E-05,0.000224622,-0.001001927,0.002466419,-0.003081863,0.001698556,0.001346368,0.980761119,8.84E-05,-0.004997089,0.11772956,-1.491588961,10.91543063,-45.90183689,103.3020488,-106.9389959,48.03682491,-3.764001645,0.970527007,-3.93E-10,2.29E-08,-5.62E-07,7.54E-06,-6.00E-05,0.000286933,-0.000791081,0.001130266,-0.00073057,0.000463191,0.972712197
3,2,-0.2,-9.32E-07,5.46E-05,-0.001345751,0.018109044,-0.143897404,0.680507809,-1.824951462,2.463931586,-1.527308962,1.324261931,0.995433034,-7.77E-11,4.62E-09,-1.16E-07,1.62E-06,-1.37E-05,7.14E-05,-0.000227138,0.000416177,-0.000387479,0.000134344,0.995138245,-1.89E-07,1.31E-05,-0.000382821,0.006049132,-0.056085981,0.306073542,-0.922255731,1.290205766,-0.67885887,1.061503377,0.996282979,3.05E-09,-1.73E-07,4.05E-06,-5.11E-05,0.000371101,-0.001549953,0.003499678,-0.003794067,0.001602019,0.001573497,0.967146348,0.000116692,-0.006568606,0.154052242,-1.942966038,14.1633379,-59.45491652,134.3352267,-141.2950032,62.56629923,-4.867994476,0.942812833,-2.96E-10,1.73E-08,-4.30E-07,5.85E-06,-4.75E-05,0.000233338,-0.000670487,0.001041235,-0.000840716,0.000572512,0.961977316
3,2,-0.233333333,-9.73E-07,5.65E-05,-0.001382888,0.018440346,-0.145080734,0.678738862,-1.799184288,2.400226705,-1.484014936,1.31962023,0.993040015,0,0,0,0,0,0,0,0,0,0,1,-9.13E-08,8.20E-06,-0.000281984,0.005012893,-0.050714246,0.295839723,-0.940032228,1.379375651,-0.753902729,1.069866185,0.99381361,3.59E-09,-1.96E-07,4.43E-06,-5.32E-05,0.000362129,-0.00137636,0.002659928,-0.002138858,0.00049642,0.001587462,0.978112472,0.000144473,-0.008086239,0.188440687,-2.359873067,17.06855049,-71.05502397,159.1991399,-165.9493981,71.25665108,-5.383979328,0.887863709,2.23E-10,-1.28E-08,3.09E-07,-4.05E-06,3.14E-05,-0.000145936,0.00039477,-0.000565985,0.000272798,0.000278811,0.97618016
3,2,-0.266666667,-6.82E-08,7.65E-06,-0.00029029,0.00545588,-0.057332465,0.346495551,-1.161179396,1.92892041,-1.417989426,1.32449418,0.973272863,2.24E-10,-1.28E-08,3.05E-07,-3.93E-06,2.96E-05,-0.000130819,0.000321913,-0.000389221,0.000181379,-1.49E-05,0.370077022,2.63E-06,-0.00015062,0.00359909,-0.04640706,0.347958228,-1.520875689,3.676514177,-4.384873831,2.044245368,0.829468929,0.959348874,3.27E-07,-1.86E-05,0.000441759,-0.005673229,0.04247343,-0.186074046,0.452414001,-0.538031233,0.246438086,-0.01120365,0.474592887,0.000382026,-0.023154108,0.589269565,-8.149539895,66.1221283,-316.2137735,846.3162228,-1119.42549,582.7594809,-52.65282312,0.614425312,-1.10E-10,3.56E-09,-1.95E-08,-5.71E-07,9.87E-06,-6.09E-05,0.000150262,-4.69E-05,-0.000385892,0.001226087,0.939200496
3,2,-0.3,-1.05E-06,6.09E-05,-0.001482684,0.019660388,-0.153674594,0.713507806,-1.874737244,2.476034252,-1.514536988,1.321634769,0.989349497,0,0,0,0,0,0,0,0,0,0,1,-5.60E-08,6.81E-06,-0.000266606,0.005088755,-0.053836704,0.324010218,-1.056158526,1.595927109,-0.89326068,1.083878113,0.989468488,3.57E-09,-1.90E-07,4.17E-06,-4.80E-05,0.00030693,-0.001051034,0.001621652,-0.000578001,-0.00021128,0.001555422,0.915522889,0.000174805,-0.009746707,0.226170183,-2.81900681,20.28449511,-83.98600017,187.1692848,-193.9585598,81.24171019,-5.98452119,0.811116202,-3.51E-12,1.31E-09,-6.83E-08,1.58E-06,-1.99E-05,0.000147528,-0.000638408,0.001535229,-0.001868734,0.001069846,0.985869523
4,2,-0.125,-1.15E-06,6.65E-05,-0.00161318,0.021293431,-0.165548113,0.76381686,-1.99240619,2.610010966,-1.576390764,1.326687742,0.98556828,0,0,0,0,0,0,0,0,0,0,1,-7.95E-08,8.80E-06,-0.000332436,0.006226477,-0.065120335,0.389346129,-1.268063193,1.936600506,-1.094778286,1.103259702,0.982283416,-1.80E-09,1.13E-07,-3.00E-06,4.38E-05,-0.000382557,0.002034983,-0.006388357,0.010721643,-0.007802342,0.003230597,0.695624378,0.000193662,-0.01076729,0.249019824,-3.091558927,22.13963189,-91.12067256,201.4440327,-206.0937587,84.15640298,-6.027640615,0.765960418,1.15E-09,-6.43E-08,1.50E-06,-1.89E-05,0.000139461,-0.000606375,0.001492753,-0.001870485,0.000880785,0.000227925,0.806055561
4,2,-0.1875,-7.40E-07,4.54E-05,-0.00117669,0.016665946,-0.139584263,0.696145216,-1.967030328,2.786191706,-1.744712581,1.347226974,0.991964955,0,0,0,0,0,0,0,0,0,0,1,-4.30E-07,2.60E-05,-0.000663466,0.00927144,-0.076615109,0.375570427,-1.024844962,1.307280018,-0.635863281,1.054821289,0.998037777,4.13E-10,-2.32E-08,5.42E-07,-6.74E-06,4.73E-05,-0.00018084,0.000330738,-0.000238932,0.000110465,0.000884698,0.98058715,5.45E-05,-0.003072024,0.072098851,-0.907343842,6.557213395,-26.88654406,57.19703958,-51.82595945,22.35639315,-1.618685733,0.988166183,-4.30E-10,2.44E-08,-5.82E-07,7.53E-06,-5.74E-05,0.000260182,-0.000673413,0.000902775,-0.000590247,0.000450498,0.955165637
4,2,-0.25,-8.41E-07,5.07E-05,-0.00128668,0.017841971,-0.146190304,0.712991339,-1.970833645,2.736197174,-1.697477102,1.341532602,0.994052837,0,0,0,0,0,0,0,0,0,0,1,-3.55E-07,2.19E-05,-0.000571788,0.008176858,-0.069230541,0.348016404,-0.973980507,1.272573851,-0.631857266,1.055190696,0.997846063,-4.40E-10,1.99E-08,-3.54E-07,3.21E-06,-1.72E-05,7.06E-05,-0.000267731,0.000612758,-0.000506715,0.001041901,0.973910153,7.42E-05,-0.004183216,0.098302629,-1.241386407,9.040697944,-37.69986139,83.40346669,-83.20968263,37.04168198,-2.852595802,0.981510017,-7.19E-10,4.21E-08,-1.04E-06,1.42E-05,-0.00011489,0.000569838,-0.001692404,0.002836055,-0.002452242,0.001115244,0.963559951
4,2,-0.3125,-9.22E-07,5.45E-05,-0.001355211,0.018414843,-0.147831618,0.706551296,-1.915302343,2.612712364,-1.614700956,1.332866228,0.995659793,0,0,0,0,0,0,0,0,0,0,1,-2.66E-07,1.72E-05,-0.000469104,0.007004,-0.061802762,0.32304816,-0.937462887,1.266722455,-0.647102678,1.057526048,0.997378068,3.41E-09,-1.89E-07,4.35E-06,-5.37E-05,0.000382411,-0.001570891,0.00351728,-0.003796287,0.001510214,0.000973563,0.949916935,9.39E-05,-0.00529587,0.124423054,-1.571461901,11.45943844,-48.00019601,107.5584678,-110.7837508,49.17085729,-3.811787559,0.965892977,-2.94E-10,1.73E-08,-4.31E-07,5.84E-06,-4.68E-05,0.000224359,-0.000614914,0.000869545,-0.000592604,0.000451961,0.959764466
